"","id","Ecosystem.Service.Category","Country","Spatial.Extent","Spatial.Unit.Published","Single.Value.Converted","cveg.brevstdit","cveg.brsutecdt","cveg.brsuteclt","cveg.brrgtrt","cveg.brsutewmt","cveg.brevtrt","cveg.trs","cveg.ndevtecdt","cveg.ndevteclt","cveg.ndevtedtt","cveg.ndevtedttht","cveg.ndevstdit","cveg.ndsutecdt","cveg.ndsustswt","cveg.brevdtt","cveg.brevdttht","cveg.c3hh","cveg.c3dh","cveg.c4h","cveg.brsuas","cveg.brsutecds","cveg.brsutewms","cveg.brevtecds","cveg.brevtewms","cveg.brevxs","cveg.sds","cveg.bobrsu","cveg.bondev","cveg.bondsu","cveg.c3gra","cveg.tebrsu","cveg.tebrev","cveg.tendev","cveg.c4gra","cveg.trbrev","cveg.trbrrg","cveg.bne","cveg.bine","cveg.bns","cveg.tebs","cveg.ibs","cveg.tebe","cveg.trbe","cveg.tribe","cveg.trbr","cveg.c3g","cveg.c4g","PFT.brevstdit","PFT.brsutecdt","PFT.brsuteclt","PFT.brrgtrt","PFT.brsutewmt","PFT.brevtrt","PFT.trs","PFT.ndevtecdt","PFT.ndevteclt","PFT.ndevtedtt","PFT.ndevtedttht","PFT.ndevstdit","PFT.ndsutecdt","PFT.ndsustswt","PFT.brevdtt","PFT.brevdttht","PFT.c3hh","PFT.c3dh","PFT.c4h","PFT.brsuas","PFT.brsutecds","PFT.brsutewms","PFT.brevtecds","PFT.brevtewms","PFT.brevxs","PFT.sds","PFT.bobrsu","PFT.bondev","PFT.bondsu","PFT.c3gra","PFT.tebrsu","PFT.tebrev","PFT.tendev","PFT.c4gra","PFT.trbrev","PFT.trbrrg","PFT.bne","PFT.bine","PFT.bns","PFT.tebs","PFT.ibs","PFT.tebe","PFT.trbe","PFT.tribe","PFT.trbr","PFT.c3g","PFT.c4g","gdp_pc","logESValue","logGDP","pct_covered","pct_covered_orc","pct_covered_car","cveg_total","cveg_total_orc","cveg_total_car","EcosystemArea","Cat2","cveg","pct_covered_mean","Valuation.Methodology"
"626",626,"Regulating",42,32105,"Hectares",206.013548957898,0.00569200031459331,0.00752400038763881,0.00825533371729155,0.00218933346410874,0.0103180005215108,1.00000006568735e-05,0.00727466709989434,0.0023893334204331,0.00381800017009179,0.00595733355730772,0.011450667130642,0.0048266669580092,0,0.00561466701328754,0.00699533372110939,0.00506733362562954,0.0434240022674203,0.0434240022674203,0,0.000539333357786139,0.00449133350048214,0.00661533358506858,0.00203533340245485,0.0104453339163835,0.0164793343620962,0.0662033366039395,0,0,0,0.228924316167831,0.814322908719381,3.25025124549866,0,0,0.046423705543081,0.120915199816227,0,0,0,0,2.38466667942703e-05,0.00140747999648253,0,0,0,0.000536533333361149,0,0.0151214966773987,0.00253842868097126,0.00533698523044586,0.0147438408931096,0.0157640460332235,0,0.0143494222164154,8.66906650013183e-05,0.000343554004129449,0.00567648267745972,0.00895391809940338,0.0148721101681391,0,0.0149909517765045,0.0223018605709076,0.0232696278095245,0.0200663412412008,0.0200663412412008,0,1.16433332952208e-05,0.00149337131762877,0.0138703505992889,0.000252927322609594,0.0149607745011648,0.0186127504507701,0.040316069761912,0,0,0,0.126069719096025,0.0121252726763487,0.277100193500519,0,4.3059832326738e-06,3.59846674958438e-06,2.62096859538966e-05,0,0,0,0,0.00172999998927116,0.035125999768575,0,0,0,0.11163733291626,0,49997.5,5.327941938267,10.8197282831602,0.148493332674106,0.415329299408829,0.287999985271705,0.00196785999663795,4.46083737574518,0.281040014365256,4767.37844550218,"nonmarket",1.64622112992474,0.283940872451547,6
"627",627,"Regulating",42,32105,"Hectares",2.57516935576944,0.00569200031459331,0.00752400038763881,0.00825533371729155,0.00218933346410874,0.0103180005215108,1.00000006568735e-05,0.00727466709989434,0.0023893334204331,0.00381800017009179,0.00595733355730772,0.011450667130642,0.0048266669580092,0,0.00561466701328754,0.00699533372110939,0.00506733362562954,0.0434240022674203,0.0434240022674203,0,0.000539333357786139,0.00449133350048214,0.00661533358506858,0.00203533340245485,0.0104453339163835,0.0164793343620962,0.0662033366039395,0,0,0,0.228924316167831,0.814322908719381,3.25025124549866,0,0,0.046423705543081,0.120915199816227,0,0,0,0,2.38466667942703e-05,0.00140747999648253,0,0,0,0.000536533333361149,0,0.0151214966773987,0.00253842868097126,0.00533698523044586,0.0147438408931096,0.0157640460332235,0,0.0143494222164154,8.66906650013183e-05,0.000343554004129449,0.00567648267745972,0.00895391809940338,0.0148721101681391,0,0.0149909517765045,0.0223018605709076,0.0232696278095245,0.0200663412412008,0.0200663412412008,0,1.16433332952208e-05,0.00149337131762877,0.0138703505992889,0.000252927322609594,0.0149607745011648,0.0186127504507701,0.040316069761912,0,0,0,0.126069719096025,0.0121252726763487,0.277100193500519,0,4.3059832326738e-06,3.59846674958438e-06,2.62096859538966e-05,0,0,0,0,0.00172999998927116,0.035125999768575,0,0,0,0.11163733291626,0,49997.5,0.945915301183849,10.8197282831602,0.148493332674106,0.415329299408829,0.287999985271705,0.00196785999663795,4.46083737574518,0.281040014365256,4767.37844550218,"nonmarket",1.64622112992474,0.283940872451547,6
"628",628,"Supporting",42,32105,"Hectares",1174.79226291972,0.00569200031459331,0.00752400038763881,0.00825533371729155,0.00218933346410874,0.0103180005215108,1.00000006568735e-05,0.00727466709989434,0.0023893334204331,0.00381800017009179,0.00595733355730772,0.011450667130642,0.0048266669580092,0,0.00561466701328754,0.00699533372110939,0.00506733362562954,0.0434240022674203,0.0434240022674203,0,0.000539333357786139,0.00449133350048214,0.00661533358506858,0.00203533340245485,0.0104453339163835,0.0164793343620962,0.0662033366039395,0,0,0,0.228924316167831,0.814322908719381,3.25025124549866,0,0,0.046423705543081,0.120915199816227,0,0,0,0,2.38466667942703e-05,0.00140747999648253,0,0,0,0.000536533333361149,0,0.0151214966773987,0.00253842868097126,0.00533698523044586,0.0147438408931096,0.0157640460332235,0,0.0143494222164154,8.66906650013183e-05,0.000343554004129449,0.00567648267745972,0.00895391809940338,0.0148721101681391,0,0.0149909517765045,0.0223018605709076,0.0232696278095245,0.0200663412412008,0.0200663412412008,0,1.16433332952208e-05,0.00149337131762877,0.0138703505992889,0.000252927322609594,0.0149607745011648,0.0186127504507701,0.040316069761912,0,0,0,0.126069719096025,0.0121252726763487,0.277100193500519,0,4.3059832326738e-06,3.59846674958438e-06,2.62096859538966e-05,0,0,0,0,0.00172999998927116,0.035125999768575,0,0,0,0.11163733291626,0,49997.5,7.0688466134326,10.8197282831602,0.148493332674106,0.415329299408829,0.287999985271705,0.00196785999663795,4.46083737574518,0.281040014365256,4767.37844550218,"nonmarket",1.64622112992474,0.283940872451547,6
"629",629,"Supporting",42,32105,"Hectares",10.3006774485312,0.00569200031459331,0.00752400038763881,0.00825533371729155,0.00218933346410874,0.0103180005215108,1.00000006568735e-05,0.00727466709989434,0.0023893334204331,0.00381800017009179,0.00595733355730772,0.011450667130642,0.0048266669580092,0,0.00561466701328754,0.00699533372110939,0.00506733362562954,0.0434240022674203,0.0434240022674203,0,0.000539333357786139,0.00449133350048214,0.00661533358506858,0.00203533340245485,0.0104453339163835,0.0164793343620962,0.0662033366039395,0,0,0,0.228924316167831,0.814322908719381,3.25025124549866,0,0,0.046423705543081,0.120915199816227,0,0,0,0,2.38466667942703e-05,0.00140747999648253,0,0,0,0.000536533333361149,0,0.0151214966773987,0.00253842868097126,0.00533698523044586,0.0147438408931096,0.0157640460332235,0,0.0143494222164154,8.66906650013183e-05,0.000343554004129449,0.00567648267745972,0.00895391809940338,0.0148721101681391,0,0.0149909517765045,0.0223018605709076,0.0232696278095245,0.0200663412412008,0.0200663412412008,0,1.16433332952208e-05,0.00149337131762877,0.0138703505992889,0.000252927322609594,0.0149607745011648,0.0186127504507701,0.040316069761912,0,0,0,0.126069719096025,0.0121252726763487,0.277100193500519,0,4.3059832326738e-06,3.59846674958438e-06,2.62096859538966e-05,0,0,0,0,0.00172999998927116,0.035125999768575,0,0,0,0.11163733291626,0,49997.5,2.33220966477478,10.8197282831602,0.148493332674106,0.415329299408829,0.287999985271705,0.00196785999663795,4.46083737574518,0.281040014365256,4767.37844550218,"nonmarket",1.64622112992474,0.283940872451547,6
"630",630,"Information",42,32105,"Hectares",1.03006773976243,0.00569200031459331,0.00752400038763881,0.00825533371729155,0.00218933346410874,0.0103180005215108,1.00000006568735e-05,0.00727466709989434,0.0023893334204331,0.00381800017009179,0.00595733355730772,0.011450667130642,0.0048266669580092,0,0.00561466701328754,0.00699533372110939,0.00506733362562954,0.0434240022674203,0.0434240022674203,0,0.000539333357786139,0.00449133350048214,0.00661533358506858,0.00203533340245485,0.0104453339163835,0.0164793343620962,0.0662033366039395,0,0,0,0.228924316167831,0.814322908719381,3.25025124549866,0,0,0.046423705543081,0.120915199816227,0,0,0,0,2.38466667942703e-05,0.00140747999648253,0,0,0,0.000536533333361149,0,0.0151214966773987,0.00253842868097126,0.00533698523044586,0.0147438408931096,0.0157640460332235,0,0.0143494222164154,8.66906650013183e-05,0.000343554004129449,0.00567648267745972,0.00895391809940338,0.0148721101681391,0,0.0149909517765045,0.0223018605709076,0.0232696278095245,0.0200663412412008,0.0200663412412008,0,1.16433332952208e-05,0.00149337131762877,0.0138703505992889,0.000252927322609594,0.0149607745011648,0.0186127504507701,0.040316069761912,0,0,0,0.126069719096025,0.0121252726763487,0.277100193500519,0,4.3059832326738e-06,3.59846674958438e-06,2.62096859538966e-05,0,0,0,0,0.00172999998927116,0.035125999768575,0,0,0,0.11163733291626,0,49997.5,0.0296245668386467,10.8197282831602,0.148493332674106,0.415329299408829,0.287999985271705,0.00196785999663795,4.46083737574518,0.281040014365256,4767.37844550218,"nonmarket",1.64622112992474,0.283940872451547,6
"636",636,"Supporting",27,2.2e+07,"Hectares",11.9957416651922,1.83745954044273,0.000165597143519604,0.000166370005013692,20.6476852289365,0.000181185850534952,11.0448008259948,0.023297260273511,5.56586619340807e-05,5.80986114091709e-05,4.47602213723867e-05,4.51175749598198e-05,0.545195717202703,0.000133979779705277,0.0866034426593718,3.2540245986903e-05,0.0310995034424752,0.00337794284788183,0.00337794284788183,0.0080446797059529,0.00011462200316162,0.000123549100069126,0.00251396049135082,8.80649013038726e-05,0.0100054821709999,0.0424220778525209,0.0566926204822911,0,0,0,0.383609079904214,0,0,0,0.427488708439876,7.07707908063871,9.62592980527478,0,0,0,0,0,6.61916781435431e-07,0.110399622901992,0.0199435129322603,0.00120496749944336,1.44602524507081e-05,0.000632053988091968,0.0206132772216618,0,0,0.494630453402055,0,0.282755141217801,0.310844085861191,0,0,0,0,0.000591898135938973,0,2.21162369076487e-05,0,9.43025690263493e-09,0.106387072558418,0.106387072558418,0.113062081249322,0,0,0.000172164246568132,0,0.00839616599084989,0.0760311808703946,0.0773330707208109,0,0,0,0.119106607389612,0,0,0,0.114306390014946,0.167301241086953,0.486532377141206,0,0,0,0,0,2.36468715623697e-05,0.437220415696077,0.204336201239881,0.0356400277935462,0.0036428409773545,0.0879725368577533,10505.4526692815,2.48455172557587,9.25964970319141,0.768835669436174,0.887246615632717,1.59722578970059,0.13219527949102,17.5141066742576,34.3437857694499,16914384.7275958,"nonmarket",21.6924734642698,1.08443602492316,6
"638",638,"Information",27,2.2e+07,"Hectares",11.9957416651922,1.83745954044273,0.000165597143519604,0.000166370005013692,20.6476852289365,0.000181185850534952,11.0448008259948,0.023297260273511,5.56586619340807e-05,5.80986114091709e-05,4.47602213723867e-05,4.51175749598198e-05,0.545195717202703,0.000133979779705277,0.0866034426593718,3.2540245986903e-05,0.0310995034424752,0.00337794284788183,0.00337794284788183,0.0080446797059529,0.00011462200316162,0.000123549100069126,0.00251396049135082,8.80649013038726e-05,0.0100054821709999,0.0424220778525209,0.0566926204822911,0,0,0,0.383609079904214,0,0,0,0.427488708439876,7.07707908063871,9.62592980527478,0,0,0,0,0,6.61916781435431e-07,0.110399622901992,0.0199435129322603,0.00120496749944336,1.44602524507081e-05,0.000632053988091968,0.0206132772216618,0,0,0.494630453402055,0,0.282755141217801,0.310844085861191,0,0,0,0,0.000591898135938973,0,2.21162369076487e-05,0,9.43025690263493e-09,0.106387072558418,0.106387072558418,0.113062081249322,0,0,0.000172164246568132,0,0.00839616599084989,0.0760311808703946,0.0773330707208109,0,0,0,0.119106607389612,0,0,0,0.114306390014946,0.167301241086953,0.486532377141206,0,0,0,0,0,2.36468715623697e-05,0.437220415696077,0.204336201239881,0.0356400277935462,0.0036428409773545,0.0879725368577533,10505.4526692815,2.48455172557587,9.25964970319141,0.768835669436174,0.887246615632717,1.59722578970059,0.13219527949102,17.5141066742576,34.3437857694499,16914384.7275958,"nonmarket",21.6924734642698,1.08443602492316,6
"658",658,"Regulating",49,1487,"Hectares",806.459345636099,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,6.69265348790798,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,1079.94928354486,"nonmarket",25.9532854816485,1.20703068211013,6
"659",659,"Provisioning",49,1487,"Hectares",83.7168657790759,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,4.42744045993335,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,1079.94928354486,"market",25.9532854816485,1.20703068211013,1
"660",660,"Provisioning",49,1487,"Hectares",17.1726904173088,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,2.8433203555469,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,1079.94928354486,"market",25.9532854816485,1.20703068211013,1
"661",661,"Regulating",40,297735,"Hectares",32.919176374924,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,3.49405535650816,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,216233.153958459,"nonmarket",25.9532854816485,1.20703068211013,6
"662",662,"Supporting",15,51100,"Hectares",22.7529601476488,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,3.12469525331272,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,37111.9088023822,"nonmarket",25.9532854816485,1.20703068211013,6
"663",663,"Provisioning",3,5320.2,"Hectares",392.125483351108,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,5.97158189915556,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,3863.85082603588,"market",25.9532854816485,1.20703068211013,6
"664",664,"Provisioning",36,267,"Hectares",473.455213229122,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,6.16005732151921,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,193.911539143562,"market",25.9532854816485,1.20703068211013,6
"665",665,"Provisioning",8,5500000,"Hectares",385.832111396902,1.45130318337017,9.8449656062656,9.05096164279514,0.0100293337545332,11.6895199457804,0.00553022247598468,0.00291866682172339,0.734924475305403,3.49737173186408,3.66666687720378e-05,2.2952385518286,0.867727600865894,7.33333363314159e-05,1.01749627788862,0.262230682373047,0.00205155566602318,0.0293984455159969,0.0293984455159969,0.000137555559437412,2.0000001010582e-05,0.0211508899720179,0.0287673346284363,0.0625442261969308,0.421435797214508,0.0431233350446241,0.35381379392412,0,0,0,0.224396636585395,15.1881347020467,14.7354515393575,0,0,2.3180192010841e-05,0.747677075862885,0,0,0,0,0,0.0520617956585354,0,0,0,0.00035824444414013,0,0.00109154154981176,0.00139330421760678,0.0104208783838484,8.84791133786772e-05,0.947520311143663,0.000185962002517449,0.00265970620512962,1.76222220842545e-07,0.000474560889105002,0,0.000477256004776185,0.0018118931133714,0,0.00755862470467885,0.000649299325925919,2.77326651321851e-05,0.0198411822054121,0.0198411822054121,0.00124447688791487,7.99999982821949e-08,0.000544480885275536,0.0501812501483493,2.373333312183e-07,0.872869350857205,0.00206997956781157,0.00244809111290508,0,0,0,0.0555866780380408,0.506078187624613,0.389747993151347,0,1.64495321920792e-06,3.93391728377897e-08,1.70202486363754e-05,0,0,0,0,0,0.651804001702203,0,0,0,0.0744564445283678,0,42434.20703125,5.95540233028139,10.6557100855613,0.726260446230571,0.951431563355029,1.94340003674478,0.0524200401026755,30.8956831340445,41.7221693006334,3994432.45426814,"market",25.9532854816485,1.20703068211013,6
"667",667,"Regulating",13,147676.9,"Hectares",260.295455067614,1.02887437706408,1.56041302363494,1.8569513313863,0.768161218560353,4.36196769611934,0.0160078165090312,0.236098360998528,0.18774637765532,0.547786019879179,1.04949453797383,1.96232691670705,0.253363649243511,1.88005770440454e-05,0.280589068552706,1.25887204027837,1.08495713640928,0.127348819624551,0.127348819624551,0.00724686860308902,0.00111351769674558,0.0284552511820276,0.347012441310197,0.0181501030573294,0.842879616275305,0.410746781071636,0.99979095576162,0,0,0,0.169029019181773,1.12344160086243,0.927907230411406,0.00937579783058323,0.0415525839277384,0.669753146570607,0.917128551240983,0,0,0,3.03078786955049e-05,2.54534920458529e-05,0.00221022865469865,0.000308828902907455,0.00012939359291703,1.87949639056507e-05,0.000372143102393692,0.00011601259730505,0.0299280446305105,0.00249694857897192,0.00190962958991197,0.0359678222723338,0.0363487212091006,0.00547941093480483,0.0107096855327907,1.99858691094609e-05,9.14710313448952e-05,0.000316513927934147,0.0098889074165015,0.012550567397423,0,0.00806571184385031,0.0151750209753374,0.037688025806859,0.0087753606485679,0.0087753606485679,0.000999839772537479,1.52111677680125e-05,0.000279963737746144,0.012565392570786,0.000105966200215588,0.0776130165024986,0.0172062731642093,0.0588807119743294,0,0,0,0.169000907753754,0.0204902966722413,0.00985803185049553,2.09442185644548e-05,0.0331585161658752,0.00221281567684374,0.0107844568463803,0,0,0,0.000535831885710681,0.000495527067738095,0.0422094202404847,0.00341219467965182,0.00193135495272589,0.000724063083457238,0.0694880003967984,0.0158090965281661,9245.8003308407,5.56181735148548,9.13192470912147,0.134605488834733,0.245525969184155,0.39185356340401,0.00321116318486889,3.85818793002552,19.3637215457559,19878.121314098,"nonmarket",7.84767526475611,0.257328340474299,1
