"","id","Ecosystem.Service.Category","Country","Spatial.Extent","Spatial.Unit.Published","Single.Value.Converted","cveg.brevstdit","cveg.brsutecdt","cveg.brsuteclt","cveg.brrgtrt","cveg.brsutewmt","cveg.brevtrt","cveg.trs","cveg.ndevtecdt","cveg.ndevteclt","cveg.ndevtedtt","cveg.ndevtedttht","cveg.ndevstdit","cveg.ndsutecdt","cveg.ndsustswt","cveg.brevdtt","cveg.brevdttht","cveg.c3hh","cveg.c3dh","cveg.c4h","cveg.brsuas","cveg.brsutecds","cveg.brsutewms","cveg.brevtecds","cveg.brevtewms","cveg.brevxs","cveg.sds","cveg.bobrsu","cveg.bondev","cveg.bondsu","cveg.c3gra","cveg.tebrsu","cveg.tebrev","cveg.tendev","cveg.c4gra","cveg.trbrev","cveg.trbrrg","cveg.bne","cveg.bine","cveg.bns","cveg.tebs","cveg.ibs","cveg.tebe","cveg.trbe","cveg.tribe","cveg.trbr","cveg.c3g","cveg.c4g","PFT.brevstdit","PFT.brsutecdt","PFT.brsuteclt","PFT.brrgtrt","PFT.brsutewmt","PFT.brevtrt","PFT.trs","PFT.ndevtecdt","PFT.ndevteclt","PFT.ndevtedtt","PFT.ndevtedttht","PFT.ndevstdit","PFT.ndsutecdt","PFT.ndsustswt","PFT.brevdtt","PFT.brevdttht","PFT.c3hh","PFT.c3dh","PFT.c4h","PFT.brsuas","PFT.brsutecds","PFT.brsutewms","PFT.brevtecds","PFT.brevtewms","PFT.brevxs","PFT.sds","PFT.bobrsu","PFT.bondev","PFT.bondsu","PFT.c3gra","PFT.tebrsu","PFT.tebrev","PFT.tendev","PFT.c4gra","PFT.trbrev","PFT.trbrrg","PFT.bne","PFT.bine","PFT.bns","PFT.tebs","PFT.ibs","PFT.tebe","PFT.trbe","PFT.tribe","PFT.trbr","PFT.c3g","PFT.c4g","gdp_pc","logESValue","logGDP","pct_covered","pct_covered_orc","pct_covered_car","cveg_total","cveg_total_orc","cveg_total_car","EcosystemArea","Cat2","cveg","pct_covered_mean","Valuation.Methodology"
"695",695,"Regulating",49,2093,"Hectares",84.5755002956979,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,4.43764463005806,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1037.99014062499,"nonmarket",4.1654734197066,0.956403258534663,6
"696",696,"Regulating",49,2598,"Hectares",83.2875485154606,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,4.42229906039439,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1288.43687785176,"nonmarket",4.1654734197066,0.956403258534663,6
"697",697,"Regulating",49,2466,"Hectares",65.6855408451452,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,4.18487882280925,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1222.97357227962,"nonmarket",4.1654734197066,0.956403258534663,6
"698",698,"Regulating",49,1263,"Hectares",3001.78628472916,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,8.00696281869624,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,626.364810133477,"nonmarket",4.1654734197066,0.956403258534663,6
"699",699,"Regulating",49,1427,"Hectares",4458.03043201722,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,8.40246234030592,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,707.698007965536,"nonmarket",4.1654734197066,0.956403258534663,6
"700",700,"Regulating",49,1615,"Hectares",4093.96939519786,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,8.31727029066761,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,800.933624992531,"nonmarket",4.1654734197066,0.956403258534663,6
"701",701,"Regulating",49,11437,"Hectares",1524.93490894669,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.32970700547267,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,5671.99868051986,"nonmarket",4.1654734197066,0.956403258534663,6
"702",702,"Regulating",49,8260,"Hectares",2005.77024059951,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.60378342587015,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,4096.41593959028,"nonmarket",4.1654734197066,0.956403258534663,6
"703",703,"Regulating",49,3054,"Hectares",2101.93730692795,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.65061472555346,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1514.58284255553,"nonmarket",4.1654734197066,0.956403258534663,6
"704",704,"Regulating",49,2093,"Hectares",3434.53808321776,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,8.14163772202389,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1037.99014062499,"nonmarket",4.1654734197066,0.956403258534663,6
"705",705,"Regulating",49,2598,"Hectares",2308.00959192505,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.74414078356608,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1288.43687785176,"nonmarket",4.1654734197066,0.956403258534663,6
"706",706,"Regulating",49,2466,"Hectares",1799.69795560241,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.49537412736075,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,1222.97357227962,"nonmarket",4.1654734197066,0.956403258534663,6
"707",707,"Regulating",49,1263,"Hectares",1318.8626239602,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.18452499563296,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,626.364810133477,"nonmarket",4.1654734197066,0.956403258534663,6
"708",708,"Regulating",49,1427,"Hectares",1257.04093845577,3.4314060565659e-05,0.525345129700658,0.0993531728562945,3.16115849094654e-05,0.0154636361929186,2.49362256552208e-05,1.33693319291668e-05,3.37898811195734,0.0414501866265599,2.46897215041007e-05,2.48379641309991e-05,2.51037426607907e-05,0.15248051724418,2.37017207919778e-05,2.91952960150049e-05,2.55510215589594e-05,0.0484711228502029,0.0583102585238389,3.20200323247371e-07,0.00356252718934027,0.00366348496065999,0.000694258537236898,0.0347030555897473,0.0037597204221198,3.30526283490482e-05,0.00645076428168491,0.960967591146345,3.07366220589439,0.575039117576314,0.137397377329512,0.362024940353542,0.116252912491133,0.590690121374684,3.07488577521469e-06,0.0331333595695199,0.0286861108689591,0.0119964046104469,0.00535122030973607,0.000244510121374701,0.000518559187427373,0.00361566114178067,6.1954505502516e-06,0,0,0,0.000723217350668458,0,0,0.047420525539097,0.00329759617261259,0,0.000341925726559244,0,0,0.335182265965962,0.000312737839854796,0,0,0,0.304122028226453,0,1.22034978695092e-06,0,0.0939015810581307,0.645524956861045,0,0.0212321583624015,0.0115626130306401,0.000564809415198756,0.0457619573124402,0.000719493588680321,1.6443817879802e-05,9.43805629326601e-05,0.0209656141249684,0.166303821854434,0.0849566766007746,0.573340551073673,0.0030659979943191,0.000679052876095415,0.0138579321041328,4.05510190661746e-05,4.89386317448713e-06,3.85714136724047e-06,0.192639360115108,0.0635454876508492,0.00453586572730709,0.00775014037425757,0.0543336085704112,7.05997696029408e-05,0,0,0,0.173059070914774,0,45150.1362986594,7.13651577644159,10.717748577637,0.49593413312231,0.863218948652005,1.51005669382967,0.0224557681719844,5.87785681149017,4.37298663043118,707.698007965536,"nonmarket",4.1654734197066,0.956403258534663,6
